Date,RELIANCE.NS,TCS.NS,INFY.NS
2022-02-04,1060.7694091796875,3389.775390625,1562.9954833984375
2022-02-07,1054.3084716796875,3357.87646484375,1539.5653076171875
2022-02-08,1072.031005859375,3326.287841796875,1541.630126953125
2022-02-09,1084.5211181640625,3341.482421875,1559.584228515625
2022-02-10,1083.406494140625,3350.190673828125,1588.580078125
2022-02-11,1081.29052734375,3283.19287109375,1545.2657470703125
2022-02-14,1064.068359375,3317.6689453125,1510.12060546875
2022-02-15,1100.1964111328125,3392.352783203125,1560.4371337890625
2022-02-16,1097.9212646484375,3388.177001953125,1555.993408203125
2022-02-17,1111.82177734375,3362.49755859375,1548.363037109375
2022-02-18,1103.1312255859375,3371.115966796875,1532.338623046875
2022-02-21,1091.9833984375,3304.918212890625,1553.6591796875
2022-02-22,1087.023681640625,3186.7392578125,1556.9359130859375
2022-02-23,1080.22119140625,3166.65771484375,1564.56640625
2022-02-24,1026.393310546875,3022.577392578125,1506.4849853515625
2022-02-25,1039.224853515625,3128.405029296875,1521.2520751953125
2022-02-28,1073.62353515625,3158.12744140625,1540.1038818359375
2022-03-02,1091.3690185546875,3150.974609375,1528.6134033203125
2022-03-03,1082.1551513671875,3149.41943359375,1544.816650390625
2022-03-04,1058.1533203125,3131.603759765625,1547.016357421875
2022-03-07,1019.022216796875,3096.550048828125,1561.8731689453125
2022-03-08,1017.1793212890625,3198.779541015625,1596.3004150390625
2022-03-09,1071.1436767578125,3227.791259765625,1627.8546142578125
2022-03-10,1088.50244140625,3217.439453125,1639.12109375
2022-03-11,1091.6419677734375,3198.068359375,1635.619873046875
2022-03-14,1100.605712890625,3237.031982421875,1697.292236328125
2022-03-15,1075.398193359375,3193.404052734375,1651.1502685546875
2022-03-16,1093.55322265625,3248.493896484375,1696.125244140625
2022-03-17,1129.2032470703125,3263.466552734375,1664.8851318359375
2022-03-21,1122.6966552734375,3222.54833984375,1663.4937744140625
2022-03-22,1151.703857421875,3288.524169921875,1694.3299560546875
2022-03-23,1155.366455078125,3298.697998046875,1680.8642578125
2022-03-24,1173.316650390625,3331.975341796875,1693.701416015625
2022-03-25,1181.1429443359375,3294.299560546875,1684.5899658203125
2022-03-28,1193.018798828125,3294.521728515625,1682.2109375
2022-03-29,1193.2916259765625,3292.434326171875,1693.072998046875
2022-03-30,1216.2244873046875,3315.71435546875,1709.1866455078125
2022-03-31,1198.8428955078125,3323.177734375,1711.7904052734375
2022-04-01,1208.443603515625,3339.88330078125,1708.8277587890625
2022-04-04,1212.015625,3350.190673828125,1690.3350830078125
2022-04-05,1194.88427734375,3389.68701171875,1670.72021484375
2022-04-06,1191.699462890625,3336.861572265625,1641.7691650390625
2022-04-07,1170.677734375,3273.59619140625,1625.7449951171875
2022-04-08,1190.1522216796875,3274.929443359375,1628.9766845703125
2022-04-11,1187.6724853515625,3284.4814453125,1585.8421630859375
2022-04-12,1165.30859375,3279.771728515625,1564.207275390625
2022-04-13,1161.0313720703125,3253.8701171875,1569.683349609375
2022-04-18,1157.4822998046875,3134.8916015625,1455.5400390625
2022-04-19,1201.595703125,3084.99853515625,1402.2164306640625
2022-04-20,1236.9273681640625,3160.437744140625,1425.287353515625
2022-04-21,1265.8890380859375,3224.28125,1453.2061767578125
2022-04-22,1255.2872314453125,3209.975830078125,1423.2674560546875
2022-04-25,1226.2574462890625,3152.796142578125,1401.408447265625
2022-04-26,1262.9539794921875,3151.10791015625,1419.2728271484375
2022-04-27,1264.1827392578125,3164.347412109375,1393.9573974609375
2022-04-28,1283.065673828125,3184.87353515625,1420.709228515625
2022-04-29,1269.597412109375,3151.46337890625,1407.19873046875
2022-05-02,1265.1383056640625,3147.641845703125,1383.3646240234375
2022-05-04,1225.64306640625,3091.974365234375,1378.4722900390625
2022-05-05,1201.6412353515625,3121.8740234375,1422.998291015625
2022-05-06,1192.42724609375,3050.07861328125,1385.025146484375
2022-05-09,1145.8568115234375,3061.185546875,1409.7122802734375
2022-05-10,1125.9954833984375,3055.543212890625,1394.1370849609375
2022-05-11,1114.4609375,3031.774169921875,1370.5723876953125
2022-05-12,1091.755859375,3028.79736328125,1354.4586181640625
2022-05-13,1104.132080078125,3034.35107421875,1350.508544921875
2022-05-16,1104.4051513671875,3000.496826171875,1336.773681640625
2022-05-17,1150.7935791015625,3066.96142578125,1363.1212158203125
